CIK,IRS_NUMBER,CONFORMED_NAME,MinOfFILING_DATE,FORMER_CONFORMED_NAME,FORMER_NAME_CHANGED,ASSIGNED_SIC,I_COUNTRY,I_STPR,B_STREET,B_STREET1,B_STREET2,B_CITY,B_STPR,B_POSTAL,B_COUNTRY,B_PHONE,M_STREET,M_STREET1,M_STREET2,M_CITY,M_STPR,M_POSTAL,M_COUNTRY
18109,956588339,CASH MANAGEMENT TRUST OF AMERICA,20081208,AMERICAN EXPRESS MONEY RESERVES INC,19760307,,US,MA,333 S HOPE ST - 55TH FL (MICG) ,333 S HOPE ST - 55TH FL (MICG),,LOS ANGELES,CA,90071,US,213-486-9200,333 S HOPE ST - 55TH FL (MICG) ,333 S HOPE ST - 55TH FL (MICG),,LOS ANGELES,CA,90071,US
18169,990035300,DOLE FOOD CO INC,20080729,DOLE FOOD COMPANY INC,19920703,100,US,DE,ONE DOLE DRIVE ,ONE DOLE DRIVE,,WESTLAKE VILLAGE,CA,91362,US,8188796600,ONE DOLE DRIVE ,ONE DOLE DRIVE,,WESTLAKE VILLAGE,CA,91362,US
18172,360879160,CASTLE A M & CO,20110629,,,5051,US,MD,1420 KENSINGTON ROAD SUITE 220,1420 KENSINGTON ROAD,SUITE 220,OAK BROOK,IL,60523,US,8474557111,1420 KENSINGTON ROAD SUITE 220,1420 KENSINGTON ROAD,SUITE 220,OAK BROOK,IL,60523,US
18180,42486857,CASTLE CONVERTIBLE FUND INC,20081229,CI CONVERTIBLE FUND INC,19740520,,,,111 FIFTH AVENUE ,111 FIFTH AVENUE,,NEW YORK,NY,10003,US,2128068800,111 FIFTH AVENUE ,111 FIFTH AVENUE,,NEW YORK,NY,10003,US
18230,370602744,CATERPILLAR INC,20080611,CATERPILLAR TRACTOR CO,19860623,3531,US,DE,100 NE ADAMS ST ,100 NE ADAMS ST,,PEORIA,IL,61629,US,3096751000,100 NE ADAMS ST ,100 NE ADAMS ST,,PEORIA,IL,61629,US
18255,560484485,CATO CORP,20100302,CATO STORES INC,19701002,5621,US,DE,8100 DENMARK ROAD ,8100 DENMARK ROAD,,CHARLOTTE,NC,28273-5975,US,7045517352,8100 DENMARK ROAD ,8100 DENMARK ROAD,,CHARLOTTE,NC,28273-5975,US
18347,941658752,CAZENOVE INCORPORATED,20090506,CAZENOVE INC                                            /BD,20000101,,US,DE,640 FIFTH AVENUE ,640 FIFTH AVENUE,,NEW YORK,NY,10019,US,212-376-1225,640 FIFTH AVENUE ,640 FIFTH AVENUE,,NEW YORK,NY,10019,US
18349,581134883,SYNOVUS FINANCIAL CORP,20091022,CB&T BANCSHARES INC,19890912,6021,US,GA,1111 BAY AVENUE STE 500 PO BOX 120,1111 BAY AVENUE,STE 500 PO BOX 120,COLUMBUS,GA,31901,US,7066494818,1111 BAY AVENUE STE 500 PO BOX 120,1111 BAY AVENUE,STE 500 PO BOX 120,COLUMBUS,GA,31901,US
18396,232394430,CDI CORP,20080624,COMPREHEMSIVE DESINGNERS INC,19731120,7363,US,PA,1717 ARCH STREET 35TH FLOOR,1717 ARCH STREET,35TH FLOOR,PHILADELPHIA,PA,19103-2768,US,2155692200,1717 ARCH STREET 35TH FLOOR,1717 ARCH STREET,35TH FLOOR,PHILADELPHIA,PA,19103-2768,US
18429,34190860,CEDAR POINT INC,20110311,,,7990,US,OH,C N 5006 ,C N 5006,,SANDUSKY,OH,44870,US,4196260830, ,,,,,,
"18497,430914033,CENCOR INC,20130910,ALLIED SERVICE INC,19680709,6141,US,DE,5800 FOXRIDGE DRIVE P O BOX 26098,5800 FOXRIDGE DRIVE,P O BOX 26098,MISSION,KS,66202,US,8162219744,""P O BOX 26098 1100 MAIN STREET, SUITE 416A"",P O BOX 26098,""1100 MAIN STREET, SUITE 416A"",KANSAS CITY,MO,64196,US"
18498,620211340,GENESCO INC,20080604,,,5661,US,TN,GENESCO PK 1415 MURFREESBORO RD ,GENESCO PK 1415 MURFREESBORO RD,,NASHVILLE,TN,37217,US,6153677000,GENESCO PK 1415 MURFREESBORO RD ,GENESCO PK 1415 MURFREESBORO RD,,NASHVILLE,TN,37217,US
18530,820255758,SECURECARE TECHNOLOGIES INC,20100304,ECLICKMD INC,20000809,7374,US,NV,4611 BEE CAVES ROAD SUITE 306,4611 BEE CAVES ROAD,SUITE 306,AUSTIN,TX,78746,US,512-447-3700,4611 BEE CAVES ROAD SUITE 306,4611 BEE CAVES ROAD,SUITE 306,AUSTIN,TX,78746,US
18532,750778259,CENTEX CORP,20080612,CENTEX CONSTRUCTION CO INC,19681211,1531,US,NV,2728 N HARWOOD -,2728 N HARWOOD,-,DALLAS,TX,75201,US,214-981-5000,PO BOX 199000 -,PO BOX 199000,-,DALLAS,TX,75219,US
18568,630593897,COMPASS BANCSHARES INC,20090202,CENTRAL BANCSHARES OF THE SOUTH INC,19920703,6021,US,DE,15 SOUTH 20TH ST P O BOX 10566,15 SOUTH 20TH ST,P O BOX 10566,BIRMINGHAM,AL,35233,US,2059333000, ,,,,,,
18572,0,COMPASS BANK CORRESPONDENT & INVESTMENT SERVICES DIVISION,20090108,COMPASS BANKS CORRESPONDENT & INVESTMENT BANKING DIV    /MSD,20001128,,,,15 S 20 ST ,15 S 20 ST,,BIRMINGHAM,AL,35233,US,2052974905,PO BOX 10566 ,PO BOX 10566,,BIRMINGHAM,AL,35296,US
18647,140555980,CENTRAL HUDSON GAS & ELECTRIC CORP,20080731,,,4931,US,NY,284 SOUTH AVE ,284 SOUTH AVE,,POUGHKEEPSIE,NY,12601,US,8454522000,284 SOUTH AVENUE ,284 SOUTH AVENUE,,POUGHKEEPSIE,NY,12601,US
18651,370211050,CENTRAL ILLINOIS LIGHT CO,20080729,,,4931,US,IL,300 LIBERTY ST ,300 LIBERTY ST,,PEORIA,IL,61602,US,309-677-5230,300 LIBERTY STREET ,300 LIBERTY STREET,,PEORIA,IL,61602,US
18654,370211380,AMEREN ILLINOIS CO,20140512,CENTRAL ILLINOIS PUBLIC SERVICE CO,19920703,4931,US,IL,6 EXECUTIVE DRIVE ,6 EXECUTIVE DRIVE,,COLLINSVILLE,IL,62234,US,618-343-8150,6 EXECUTIVE DRIVE ,6 EXECUTIVE DRIVE,,COLLINSVILLE,IL,62234,US
18672,720244480,CLECO POWER LLC,20080602,CLECO UTILITY GROUP INC,19990708,4911,US,LA,2030 DONAHUE FERRY ROAD ,2030 DONAHUE FERRY ROAD,,PINEVILLE,LA,71360-5226,US,3184847400,2030 DONAHUE FERRY ROAD ,2030 DONAHUE FERRY ROAD,,PINEVILLE,LA,71360-5226,US
18713,0,CENTRAL OHIO COAL CO,20100921,,,,US,OH,1800 WASHINGTON RD ,1800 WASHINGTON RD,,PITTSBURGH,PA,15241-1421,US,4128314000,1800 WASHINGTON RD ,1800 WASHINGTON RD,,PITTSBURGH,PA,15241-1421,US
18734,740550600,AEP TEXAS CENTRAL CO,20120119,CENTRAL POWER & LIGHT CO /TX/,19920703,4911,US,TX,1 RIVERSIDE PLAZA ,1 RIVERSIDE PLAZA,,COLUMBUS,OH,43215,US,614-716-1000,1 RIVERSIDE PLAZA ,1 RIVERSIDE PLAZA,,COLUMBUS,OH,43215,US
18748,131875970,CENTRAL SECURITIES CORP,20090209,TRANS CENTRAL SECURITIES CORP,19700722,,US,DE,630 FIFTH AVENUE SUITE 820,630 FIFTH AVENUE,SUITE 820,NEW YORK,NY,10111,US,212-698-2020,630 FIFTH AVENUE SUITE 820,630 FIFTH AVENUE,SUITE 820,NEW YORK,NY,10111,US
18808,30111290,CENTRAL VERMONT PUBLIC SERVICE CORP,20080624,,,4911,US,VT,77 GROVE ST ,77 GROVE ST,,RUTLAND,VT,5701,US,802-773-2711,77 GROVE STREET ,77 GROVE STREET,,RUTLAND,VT,5701,US
18886,10949079,WOLVERINE HOLDING CORPORATION,20100226,VISTA CONTINENTAL CORP,20020819,1400,,,P.O. BOX 191767 ,P.O. BOX 191767,,ATLANTA,GA,31119,US,(404)-816-92,P.O. BOX 191767 ,P.O. BOX 191767,,ATLANTA,GA,31119,US
"18926,720651161,""CENTURYLINK, INC"",20110803,CENTURYTEL INC,19990602,4813,US,LA,P O BOX 4065 100 CENTURYLINK DR,P O BOX 4065,100 CENTURYLINK DR,MONROE,LA,71203,US,3183889000,100 CENTURYLINK DR P O BOX 4065,100 CENTURYLINK DR,P O BOX 4065,MONROE,LA,71203,US"
18937,330055414,CERADYNE INC,20080610,,,3990,US,DE,3169 RED HILL AVENUE ,3169 RED HILL AVENUE,,COSTA MESA,CA,92626,US,7145490421,3169 RED HILL AVENUE ,3169 RED HILL AVENUE,,COSTA MESA,CA,92626,US
"19002,952461404,""CYBRDI, INC."",20080814,CERTRON CORP,19920703,2836,US,CA,401 ROSEMONT AVENUE -,401 ROSEMONT AVENUE,-,FREDERICK,MD,21701,US,301-644-3901,401 ROSEMONT AVENUE -,401 ROSEMONT AVENUE,-,FREDERICK,MD,21701,US"
"19033,60841987,""LINCOLN FINANCIAL DISTRIBUTORS, INC."",20090318,LINCOLN FINANCIAL DISTRIBUTORS INC                      /BD,20020129,,US,CT,130 N RADNOR-CHESTER RD 2001 MARKET STREET,130 N RADNOR-CHESTER RD,2001 MARKET STREET,RADNOR,PA,19087,US,860-466-1838,350 CHURCH STREET 2001 MARKET STREET,350 CHURCH STREET,2001 MARKET STREET,HARTFORD,CT,6103,US"
19034,60841973,AIM FUNDS GROUP,20110504,AIM FUNDS GROUP,20060203,,US,DE,11 GREENWAY PLZ STE 2500 ,11 GREENWAY PLZ STE 2500,,HOUSTON,TX,77046,US,7136261919,INVESCO FUNDS GROUP 11 GREENWAY PLZ STE 2500,INVESCO FUNDS GROUP,11 GREENWAY PLZ STE 2500,HOUSTON,TX,77046,US
19047,231609673,CGS SCIENTIFIC CORP,20130913,,,3823,US,PA,1193 MCDERMOTT DR 123 WILLOWBROOK LN,1193 MCDERMOTT DR,123 WILLOWBROOK LN,WEST CHESTER,PA,19380,US,6106927990,1193 MCDERMOTT DR ,1193 MCDERMOTT DR,,W CHESTER,PA,19380,US
19119,430785292,K. W. CHAMBERS & CO.,20100721,K W CHAMBERS & CO                                       /BD,20020301,,US,MO,7800 FORSYTH 5TH FLOOR,7800 FORSYTH,5TH FLOOR,CLAYTON,MO,63105,US,314-236-2464,7800 FORSYTH 5TH FLOOR,7800 FORSYTH,5TH FLOOR,CLAYTON,MO,63105,US
19144,381427299,CHAMPION HOME BUILDERS CO,20090701,,,2451,US,MI,5573 NORTH ST ,5573 NORTH ST,,DRYDEN,MI,48428,US,3137962211,2701 UNIVERSITY DR STE 300,2701 UNIVERSITY DR,STE 300,AUBURN HILLS,MI,48326,US
19149,550717455,CHAMPION INDUSTRIES INC,20080609,,,2750,US,WV,2450 FIRST AVE P O BOX 2968,2450 FIRST AVE,P O BOX 2968,HUNTINGTON,WV,25728,US,3045282791,2450 FIRST AVENUE P O BOX 2968,2450 FIRST AVENUE,P O BOX 2968,HUNTINGTON,WV,25728,US
19353,231721355,CHARMING SHOPPES INC,20080606,,,5621,US,PA,450 WINKS LANE ,450 WINKS LANE,,BENSALEM,PA,19020,US,2152459100,450 WINKS LANE ,450 WINKS LANE,,BENSALEM,PA,19020,US
19411,581076937,MAGELLAN HEALTH INC,20141024,MAGELLAN HEALTH SERVICES INC,19960226,8060,US,DE,4800 SCOTTSDALE ROAD SUITE 4400,4800 SCOTTSDALE ROAD,SUITE 4400,SCOTTSDALE,AZ,85251,US,602-572-6050,4800 SCOTTSDALE ROAD SUITE 4400,4800 SCOTTSDALE ROAD,SUITE 4400,SCOTTSDALE,AZ,85251,US
19446,221760285,CANTEL MEDICAL CORP,20140605,CANTEL INDUSTRIES INC,19920703,3841,US,DE,OVERLOOK AT GREAT NOTCH 150 CLOVE ROAD,OVERLOOK AT GREAT NOTCH,150 CLOVE ROAD,LITTLE FALLS,NJ,7424,US,973-890-7220,OVERLOOK AT GREAT NOTCH 150 CLOVE ROAD,OVERLOOK AT GREAT NOTCH,150 CLOVE ROAD,LITTLE FALLS,NJ,7424,US
19469,46014364,VIRTUS SERIES FUND,20081230,PHOENIX SERIES FUND,19920703,,US,DE,101 MUNSON ST ,101 MUNSON ST,,GREENFIELD,MA,1301,US,800 243-1574,56 PROSPECT STREET P.O. BOX 150480,56 PROSPECT STREET,P.O. BOX 150480,HARTFORD,CT,06115-0480,US
19475,540742944,CHASE INVESTMENT COUNSEL CORP,20090505,CHASE DERWOOD S JR INVESTMENT COUNSEL,19820223,,US,VA,300 PRESTON AVENUE SUITE 500 ,300 PRESTON AVENUE SUITE 500,,CHARLOTTESVILLE,VA,22902-5096,US,4342939104,300 PRESTON AVENUE SUITE 500 ,300 PRESTON AVENUE SUITE 500,,CHARLOTTESVILLE,VA,22902-5096,US
"19481,42453743,""VIRTUS INVESTMENT ADVISERS, INC."",20140214,PHOENIX INVESTMENT COUNSEL INC,19920929,,US,MA,100 PEARL STREET 9TH FLOOR,100 PEARL STREET,9TH FLOOR,HARTFORD,CT,6103,US,800-248-7971,100 PEARL STREET 9TH FLOOR,100 PEARL STREET,9TH FLOOR,HARTFORD,CT,6103,US"
19520,620156300,CHATTEM INC,20080627,CHATTEM DRUG & CHEMICAL CO,19790111,2834,US,TN,1715 W 38TH ST ,1715 W 38TH ST,,CHATTANOOGA,TN,37409,US,4238214571,1715 W 38TH ST ,1715 W 38TH ST,,CHATTANOOGA,TN,37409,US
19532,132659955,SCHRODER CAPITAL FUNDS (DELAWARE),20081230,SCHRODER CAPITAL FUNDS /DELAWARE/,19960206,,US,DE,875 THIRD AVENUE 22ND FLOOR,875 THIRD AVENUE,22ND FLOOR,NEW YORK,NY,10022,US,212-641-3800,875 THIRD AVENUE 22ND FLOOR,875 THIRD AVENUE,22ND FLOOR,NEW YORK,NY,10022,US
19572,0,CHEM NUT INC,20090707,,,,US,GA,800 BUSINESS PARK DRIVE ,800 BUSINESS PARK DRIVE,,LEESBURG,GA,31763,US,229-883-7050,P.O. BOX 3706 ,P.O. BOX 3706,,ALBANY,GA,31706,US
19584,310791746,CHEMED CORP,20080702,ROTO-ROOTER INC,20030613,8082,US,DE,2600 CHEMED CTR 255 E FIFTH ST,2600 CHEMED CTR,255 E FIFTH ST,CINCINNATI,OH,45202,US,(513)762-690,2600 CHEMED CTR 255 E FIFTH STREET,2600 CHEMED CTR,255 E FIFTH STREET,CINCINNATI,OH,45202,US
19600,0,CHASE BANK                                              /MSD,20110804,CHEMICAL BANK                                           /MSD,19980923,,,,277 PARK AVE ,277 PARK AVE,,NEW YORK,NY,10172,US,2123105415, ,,,,,,
19612,382022454,CHEMICAL FINANCIAL CORP,20100420,,,6022,US,MI,235 E MAIN ST ,235 E MAIN ST,,MIDLAND,MI,48640,US,989-839-5350,235 E MAIN ST ,235 E MAIN ST,,MIDLAND,MI,48640,US
19614,136021421,ALLIANCEBERNSTEIN SMALL MID CAP GROWTH FUND,20121211,ALLIANCEBERNSTEIN SMALL MID CAP GROWTH FUND,20081103,,US,NY,ALLIANCEBERNSTEIN LP 1345 AVENUE OF THE AMERICAS,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,US,2129691000,ALLIANCEBERNSTEIN LP 1345 AVENUE OF THE AMERICAS,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,US
19617,132624428,JPMORGAN CHASE & CO,20111013,J P MORGAN CHASE & CO,20010102,6021,US,DE,270 PARK AVE 38TH FL,270 PARK AVE,38TH FL,NEW YORK,NY,10017,US,2122706000,270 PARK AVENUE ,270 PARK AVENUE,,NEW YORK,NY,10017,US
"19731,540166880,CANAL CORP,20090821,CHESAPEAKE CORP /VA/,19920703,2650,US,VA,""1021 E CARY ST, STE 2200 "",""1021 E CARY ST, STE 2200"",,RICHMOND,VA,23219,US,8046971000,""1021 E CARY ST, STE 2200 "",""1021 E CARY ST, STE 2200"",,RICHMOND,VA,23219,US"
19745,510064146,CHESAPEAKE UTILITIES CORP,20080811,,,4923,US,DE,909 SILVER LAKE BLVD PO BOX 615,909 SILVER LAKE BLVD,PO BOX 615,DOVER,DE,19903-0615,US,3027346799,909 SILVER LAKE BLVD ,909 SILVER LAKE BLVD,,DOVER,DE,19904,US
19780,510199471,CHESTNUT STREET EXCHANGE FUND,20081204,,,,,,103 BELLEVUE PKWY ,103 BELLEVUE PKWY,,WILMINGTON,DE,19809,US,3027922555,103 BELLEVUE PKWY ,103 BELLEVUE PKWY,,WILMINGTON,DE,19809,US
19871,360904920,CHICAGO RIVET & MACHINE CO,20080811,,,3540,US,IL,901 FRONTENAC RD P O BOX 3061,901 FRONTENAC RD,P O BOX 3061,NAPERVILLE,IL,60566,US,6303578500,901 FRONTENAC RD P O BOX 3061,901 FRONTENAC RD,P O BOX 3061,NAPERVILLE,IL,60566,US
19913,870122295,CHIEF CONSOLIDATED MINING CO,20080825,,,6795,US,AZ,PO BOX 51 ,PO BOX 51,,EUREKA,UT,84628,US,4354336606,PO BOX 51 ,PO BOX 51,,EUREAK,UT,84628,US
19950,134995650,S.W. CHILDS MANAGEMENT CORPORATION,20081212,CHILDS SW  MANAGEMENT CORP                              /BD,20020424,,US,NY,100 PARK AVENUE ,100 PARK AVENUE,,NEW YORK,NY,10017,US,212- 759-558,100 PARK AVENUE 27TH FLOOR,100 PARK AVENUE,27TH FLOOR,NEW YORK,NY,10017,US
"20081,222112574,""KCCI, LTD."",20130318,KCCI,20051220,,US,NY,66 YORK STREET 3RD FLOOR,66 YORK STREET,3RD FLOOR,JERSEY CITY,NJ,7302,US,212-430-5934,66 YORK STREET 3RD FLOOR,66 YORK STREET,3RD FLOOR,JERSEY CITY,NJ,7302,US"
20171,132595722,CHUBB CORP,20130725,,,6331,US,NJ,15 MOUNTAIN VIEW ROAD ,15 MOUNTAIN VIEW ROAD,,WARREN,NJ,7059,US,9089032000,15 MOUNTAIN VIEW ROAD ,15 MOUNTAIN VIEW ROAD,,WARREN,NJ,7059,US
"20195,581239518,""CHURCH, GREGORY, ADAMS SECURITIES CORPORATION"",20090325,CHURCH GREGORY ADAMS SECURITIES CORP                    /BD,20000101,,US,GA,658 CLAIREMONT AVENUE ,658 CLAIREMONT AVENUE,,DECATUR,GA,30030,US,404-378-4515,658 CLAIREMONT AVENUE ,658 CLAIREMONT AVENUE,,DECATUR,GA,30030,US"
20199,756030254,CHURCH LOANS & INVESTMENTS TRUST,20080627,,,6798,US,TX,5305 I-40 W ,5305 I-40 W,,AMARILLO,TX,79106,US,8063583666,P O BOX 8203 ,P O BOX 8203,,AMARILLO,TX,79106,US
20212,610156015,CHURCHILL DOWNS INC,20120620,,,7948,US,KY,600 N. HURSTBOURNE PKWY SUITE 400,600 N. HURSTBOURNE PKWY,SUITE 400,LOUIVILLE,KY,40222,US,5026364400,600 N. HURSTBOURNE PKWY SUITE 400,600 N. HURSTBOURNE PKWY,SUITE 400,LOUIVILLE,KY,40222,US
20232,112117385,CHYRONHEGO CORP,20141114,CHYRON CORP,19920703,7330,US,NY,5 HUB DR ,5 HUB DR,,MELVILLE,NY,11747,US,6318452000,5 HUB DRIVE ,5 HUB DRIVE,,MELVILLE,NY,11747,US
20286,310746871,CINCINNATI FINANCIAL CORP,20080604,,,6331,US,OH,6200 S GILMORE RD ,6200 S GILMORE RD,,FAIRFIELD,OH,45014,US,5138702000,P.O. BOX 145496 ,P.O. BOX 145496,,CINCINNATI,OH,45250,US
"20290,310240030,""DUKE ENERGY OHIO, INC."",20080814,CINCINNATI GAS & ELECTRIC CO,19920703,4931,US,OH,526 SOUTH CHURCH STREET EC03T,526 SOUTH CHURCH STREET,EC03T,CHARLOTTE,NC,28202,US,704-594-6200,526 SOUTH CHURCH STREET EC03T,526 SOUTH CHURCH STREET,EC03T,CHARLOTTE,NC,28202,US"
20356,362855867,CIRCLE FINE ART CORP,20130703,CENTURY GREETINGS INC CIRCLE FINE ART CO,19760602,2741,US,DE,303 E WACKER DR STE 830 ,303 E WACKER DR STE 830,,CHICAGO,IL,60601,US,3126161300, 303 EAST WACKER DRIVE SUITE 830,,303 EAST WACKER DRIVE SUITE 830,CHICAGO,IL,60601,US
20388,651051227,CIT GROUP INC,20090327,TYCO CAPITAL CORP,20011015,6172,US,NV,1211 AVE OF THE AMERICAS ,1211 AVE OF THE AMERICAS,,NEW YORK,NY,10036,US,2125361390,1211 AVENUE OF THE AMERICAS ,1211 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,US
"20430,581707262,""INVESCO ADVISERS, INC."",20130624,""INVESCO INSTITUTIONAL (NATIONAL ASSOCIATION), INC."",20080429,6282,US,DE,""1555 PEACHTREE STREET, NE SUITE 1800"",""1555 PEACHTREE STREET, NE"",SUITE 1800,ATLANTA,GA,30309,US,404-439-3217,""1555 PEACHTREE STREET, NE SUITE 1800"",""1555 PEACHTREE STREET, NE"",SUITE 1800,ATLANTA,GA,30309,US"
20469,310681050,UNITED MAGAZINE CO,20130916,CITIZENS HOLDING CO,19891225,5190,US,OH,5131 POST RD ,5131 POST RD,,DUBLIN,OH,43017,US,6147920777,5131 POST RD ,5131 POST RD,,DUBLIN,OH,43017,US
"20502,390210110,""ASSOCIATED INVESTMENT SERVICES, INC."",20140327,ASSOCIATED INVESTMENT SERVICES INC                      /BD,20020304,,US,WI,433 MAIN STREET SUITE 300,433 MAIN STREET,SUITE 300,GREEN BAY,WI,54301-5114,US,414-283-2240,P.O. BOX 640 ,P.O. BOX 640,,GREEN BAY,WI,54305-0640,US"
20520,60619596,FRONTIER COMMUNICATIONS CORP,20080731,CITIZENS COMMUNICATIONS CO,20000619,4813,US,DE,HIGH RIDGE PK BLDG 3 ,HIGH RIDGE PK BLDG 3,,STAMFORD,CT,6905,US,2036145600,THREE HIGH RIDGE PARK ,THREE HIGH RIDGE PARK,,STAMFORD,CT,6905,US
"20626,350230120,CITY SECURITIES CORPORATION,20100317,CITY SECURITIES CORP                                    /BD,20020522,,US,IN,""30 SOUTH MERIDIAN STREET, SUITE 600 P.O. BOX 44992, SUITE 2200"",""30 SOUTH MERIDIAN STREET, SUITE 600"",""P.O. BOX 44992, SUITE 2200"",INDIANAPOLIS,IN,46204,US,317-808-7133,""30 SOUTH MERIDIAN STREET, SUITE 600 "",""30 SOUTH MERIDIAN STREET, SUITE 600"",,INDIANAPOLIS,IN,46204,US"
20629,131920657,CSS INDUSTRIES INC,20140128,CITY STORES CO,19851212,2771,US,DE,1845 WALNUT STREET SUITE 800,1845 WALNUT STREET,SUITE 800,PHILADELPHIA,PA,19103,US,215-569-9900,1845 WALNUT STREET SUITE 800,1845 WALNUT STREET,SUITE 800,PHILADELPHIA,PA,19103,US
20639,952962743,AMBASE CORP,20080728,HOME GROUP INC,19890608,6512,US,DE,100 PUTNAM GREEN ,100 PUTNAM GREEN,,GREENWICH,CT,6830,US,2035322000,100 PUTNAM GREEN 3RD FLOOR,100 PUTNAM GREEN,3RD FLOOR,GREENWICH,CT,6830,US
20740,360922490,CLARCOR INC.,20120119,CLARCOR INC,19920703,3714,US,DE,840 CRESCENT CENTRE DRIVE SUITE 600,840 CRESCENT CENTRE DRIVE,SUITE 600,FRANKLIN,TN,37067,US,(615)771-310,840 CRESCENT CENTRE DRIVE SUITE 600,840 CRESCENT CENTRE DRIVE,SUITE 600,FRANKLIN,TN,37067,US
20784,231856345,CLARKE CORP,20130805,CLARKE CAN CO INC,19700106,3250,US,PA,881 SANDLEWOOD AVE ,881 SANDLEWOOD AVE,,LA HABRA,CA,90631,US,7148797424, ,,,,,,
20947,340150020,CLEVELAND ELECTRIC ILLUMINATING CO,20130507,,,6189,US,OH,76 SOUTH MAIN STREET C/O FIRSTENERGY CORPORATION,76 SOUTH MAIN STREET,C/O FIRSTENERGY CORPORATION,AKRON,OH,44308-1890,US,330-761-7837,76 SOUTH MAIN STREET C/O FIRSTENERGY CORPORATION,76 SOUTH MAIN STREET,C/O FIRSTENERGY CORPORATION,AKRON,OH,44308-1890,US
"21031,741542297,""CLINGER & CO., INC."",20090323,CLINGER & CO INC                                        /BD,20000101,,US,TX,6505 CLAWSON ST. ,6505 CLAWSON ST.,,HOUSTON,TX,77055-7103,US,(713) 682-67,6505 CLAWSON ST. ,6505 CLAWSON ST.,,HOUSTON,TX,77055-7103,US"
21076,310595760,CLOROX CO /DE/,20080715,,,2842,US,DE,THE CLOROX COMPANY 1221 BROADWAY,THE CLOROX COMPANY,1221 BROADWAY,OAKLAND,CA,94612-1888,US,5102717000,P.O. BOX 24305 ,P.O. BOX 24305,,OAKLAND,CA,94612-1305,US
21157,730519810,CMI TEREX CORP,20101108,CMI CORP,19920703,3531,US,OK,I 40 & MORGAN RD P O BOX 1985,I 40 & MORGAN RD,P O BOX 1985,OKLAHOMA CITY,OK,73101,US,4057876020,I 40 & MORGAN RD P O BOX 1985,I 40 & MORGAN RD,P O BOX 1985,OKLAHOMA CITY,OK,73101,US
21166,0,CML VARIABLE ANNUITY ACCOUNT A,20090226,,,,,,100 BRIGHT MEADOW BOULEVARD ,100 BRIGHT MEADOW BOULEVARD,,ENFIELD,CT,6082,US,8605622420,1295 STATE STREET M243,1295 STATE STREET,M243,SPRINGFIELD,MA,1111,US
21167,0,CML VARIABLE ANNUITY ACCOUNT B,20090226,,,,,,100 BRIGHT MEADOW BOULEVARD ,100 BRIGHT MEADOW BOULEVARD,,ENFIELD,CT,6082,US,8605622420,1295 STATE STREET M243,1295 STATE STREET,M243,SPRINGFIELD,MA,1111,US
21175,366169860,CNA FINANCIAL CORP,20080728,,,6331,US,DE,CNA 333 S. WABASH,CNA,333 S. WABASH,CHICAGO,IL,60604,US,3128225000,CNA 333 S. WABASH,CNA,333 S. WABASH,CHICAGO,IL,60604,US
"21178,362765811,PROSPECT STREET INCOME SHARES INC,20090827,CNA INCOME SHARES INC,19920703,,US,MD,""TWO GALLERIA TOWER 13455 NOEL ROAD, SUITE 1300"",TWO GALLERIA TOWER,""13455 NOEL ROAD, SUITE 1300"",DALLAS,TX,75240,US,9726284100,""PROSPECT STREET INCOME SHARES, INC. TWO GALLERIA TOWER, 13455 NOEL ROAD, SUI"",""PROSPECT STREET INCOME SHARES, INC."",""TWO GALLERIA TOWER, 13455 NOEL ROAD, SUI"",DALLAS,TX,75240,US"
"21180,362639574,""CNA INVESTOR SERVICES, INC."",20090311,CNA INVESTOR SERVICES INC                               /BD,20020627,,US,IL,""333 S. WABASH, FLOOR 42S 333 S. WABASH AVE., FLOOR 42S"",""333 S. WABASH, FLOOR 42S"",""333 S. WABASH AVE., FLOOR 42S"",CHICAGO,IL,60604,US,312-822-6369,""333 S. WABASH, FLOOR 42S CNA CENTER 42S"",""333 S. WABASH, FLOOR 42S"",CNA CENTER 42S,CHICAGO,IL,60604,US"
21212,351101097,ALL AMERICAN GROUP INC,20101108,COACHMEN INDUSTRIES INC,19920703,1520,US,IN,PO BOX 3300 2831 DEXTER DRIVE,PO BOX 3300,2831 DEXTER DRIVE,ELKHART,IN,46515,US,574-266-2500,PO BOX 3300 2831 DEXTER DRIVE,PO BOX 3300,2831 DEXTER DRIVE,ELKHART,IN,46515,US
21221,112032899,UNITED VANGUARD HOMES INC /DE,20130918,COAP SYSTEMS INC,19930506,6513,US,DE,4 CEDAR SWAMP RD ,4 CEDAR SWAMP RD,,GLEN COVE,NY,11542,US,5167591188,4 CEDAR SWAMP RD ,4 CEDAR SWAMP RD,,GLEN COVE,NY,11542,US
